Distance_(microns),Gray_Value
0.000000,5622
0.008229,7479
0.016459,10430
0.024688,14493
0.032918,19185
0.041147,23911
0.049377,28915
0.057606,34881
0.065836,41790
0.074065,47910
0.082295,51297
0.090524,51837
0.098754,50018
0.106983,46664
0.115213,42535
0.123442,38284
0.131672,33873
0.139901,29002
0.148131,23112
0.156360,17125
0.164590,12005
0.172819,8488
0.181049,6185
0.189278,4600
0.197508,3225
